"","#Method","IterScale","Repeat","Metric","Value","TreeName","Time","PGSExperiments.iterScalings","gen.nTaxa"
"173","SMC4K2PBF",30,4,"PartitionMetric",6,"sim-1357050286.msf",165072,30,40
"174","SMC4K2PBF",30,4,"RobinsonFouldsMetric",0.158084465232877,"sim-1357050286.msf",165072,30,40
"175","SMC4K2PBF",30,4,"KuhnerFelsenstein",0.000698633367447802,"sim-1357050286.msf",165072,30,40
"176","SMC4K2PBF",30,5,"ConsensusLogLL",-4422.46408319311,"sim-1357050286.msf",165321,30,40
"177","SMC4K2PBF",30,5,"BestSampledLogLL",-4421.94774324826,"sim-1357050286.msf",165321,30,40
"178","SMC4K2PBF",30,5,"PartitionMetric",6,"sim-1357050286.msf",165321,30,40
"179","SMC4K2PBF",30,5,"RobinsonFouldsMetric",0.139639499683994,"sim-1357050286.msf",165321,30,40
"180","SMC4K2PBF",30,5,"KuhnerFelsenstein",0.000607618874281489,"sim-1357050286.msf",165321,30,40
"181","SMC4K2PBF",30,6,"ConsensusLogLL",-4421.0539252474,"sim-1357050286.msf",166915,30,40
"182","SMC4K2PBF",30,6,"BestSampledLogLL",-4419.78811230056,"sim-1357050286.msf",166915,30,40
"183","SMC4K2PBF",30,6,"PartitionMetric",6,"sim-1357050286.msf",166915,30,40
"184","SMC4K2PBF",30,6,"RobinsonFouldsMetric",0.127059213860673,"sim-1357050286.msf",166915,30,40
"185","SMC4K2PBF",30,6,"KuhnerFelsenstein",0.000482960702033509,"sim-1357050286.msf",166915,30,40
"186","SMC4K2PBF",30,7,"ConsensusLogLL",-4432.70064618526,"sim-1357050286.msf",162455,30,40
"187","SMC4K2PBF",30,7,"BestSampledLogLL",-4430.82874559313,"sim-1357050286.msf",162455,30,40
"188","SMC4K2PBF",30,7,"PartitionMetric",12,"sim-1357050286.msf",162455,30,40
"189","SMC4K2PBF",30,7,"RobinsonFouldsMetric",0.13944455524565,"sim-1357050286.msf",162455,30,40
"190","SMC4K2PBF",30,7,"KuhnerFelsenstein",0.00055307094541765,"sim-1357050286.msf",162455,30,40
"191","SMC4K2PBF",30,8,"ConsensusLogLL",-4431.04075745682,"sim-1357050286.msf",164294,30,40
"192","SMC4K2PBF",30,8,"BestSampledLogLL",-4429.89258183285,"sim-1357050286.msf",164294,30,40
"193","SMC4K2PBF",30,8,"PartitionMetric",4,"sim-1357050286.msf",164294,30,40
"194","SMC4K2PBF",30,8,"RobinsonFouldsMetric",0.151841319765441,"sim-1357050286.msf",164294,30,40
"195","SMC4K2PBF",30,8,"KuhnerFelsenstein",0.000601497673296572,"sim-1357050286.msf",164294,30,40
"196","SMC4K2PBF",30,9,"ConsensusLogLL",-4448.96406251375,"sim-1357050286.msf",167423,30,40
"197","SMC4K2PBF",30,9,"BestSampledLogLL",-4447.76787424362,"sim-1357050286.msf",167423,30,40
"198","SMC4K2PBF",30,9,"PartitionMetric",10,"sim-1357050286.msf",167423,30,40
"199","SMC4K2PBF",30,9,"RobinsonFouldsMetric",0.16476305822779,"sim-1357050286.msf",167423,30,40
"200","SMC4K2PBF",30,9,"KuhnerFelsenstein",0.000663169897937186,"sim-1357050286.msf",167423,30,40
"201","SMC4K2PBF",30,0,"ConsensusLogLL",-6538.19151233158,"sim-1980128383.msf",165858,30,40
"202","SMC4K2PBF",30,0,"BestSampledLogLL",-6537.5000067689,"sim-1980128383.msf",165858,30,40
"203","SMC4K2PBF",30,0,"PartitionMetric",14,"sim-1980128383.msf",165858,30,40
"204","SMC4K2PBF",30,0,"RobinsonFouldsMetric",0.215049588572721,"sim-1980128383.msf",165858,30,40
"205","SMC4K2PBF",30,0,"KuhnerFelsenstein",0.00194048246854954,"sim-1980128383.msf",165858,30,40
"206","SMC4K2PBF",30,1,"ConsensusLogLL",-6546.94309398015,"sim-1980128383.msf",166159,30,40
"207","SMC4K2PBF",30,1,"BestSampledLogLL",-6545.66175247203,"sim-1980128383.msf",166159,30,40
"208","SMC4K2PBF",30,1,"PartitionMetric",20,"sim-1980128383.msf",166159,30,40
"209","SMC4K2PBF",30,1,"RobinsonFouldsMetric",0.235060990988552,"sim-1980128383.msf",166159,30,40
"210","SMC4K2PBF",30,1,"KuhnerFelsenstein",0.00250102811574398,"sim-1980128383.msf",166159,30,40
"211","SMC4K2PBF",30,2,"ConsensusLogLL",-6529.27386590707,"sim-1980128383.msf",166440,30,40
"212","SMC4K2PBF",30,2,"BestSampledLogLL",-6529.35817801578,"sim-1980128383.msf",166440,30,40
"213","SMC4K2PBF",30,2,"PartitionMetric",14,"sim-1980128383.msf",166440,30,40
"214","SMC4K2PBF",30,2,"RobinsonFouldsMetric",0.20043132025702,"sim-1980128383.msf",166440,30,40
"215","SMC4K2PBF",30,2,"KuhnerFelsenstein",0.00255248459586303,"sim-1980128383.msf",166440,30,40
"216","SMC4K2PBF",30,3,"ConsensusLogLL",-6523.01573962227,"sim-1980128383.msf",166381,30,40
"217","SMC4K2PBF",30,3,"BestSampledLogLL",-6523.52802352223,"sim-1980128383.msf",166381,30,40
"218","SMC4K2PBF",30,3,"PartitionMetric",16,"sim-1980128383.msf",166381,30,40
"219","SMC4K2PBF",30,3,"RobinsonFouldsMetric",0.222443387899494,"sim-1980128383.msf",166381,30,40
"220","SMC4K2PBF",30,3,"KuhnerFelsenstein",0.0025995296660195,"sim-1980128383.msf",166381,30,40
"221","SMC4K2PBF",30,4,"ConsensusLogLL",-6525.01577329308,"sim-1980128383.msf",164335,30,40
"222","SMC4K2PBF",30,4,"BestSampledLogLL",-6524.81289246857,"sim-1980128383.msf",164335,30,40
"223","SMC4K2PBF",30,4,"PartitionMetric",16,"sim-1980128383.msf",164335,30,40
"224","SMC4K2PBF",30,4,"RobinsonFouldsMetric",0.205000268119704,"sim-1980128383.msf",164335,30,40
"225","SMC4K2PBF",30,4,"KuhnerFelsenstein",0.00191191717864418,"sim-1980128383.msf",164335,30,40
"226","SMC4K2PBF",30,5,"ConsensusLogLL",-6510.12101831194,"sim-1980128383.msf",166185,30,40
"227","SMC4K2PBF",30,5,"BestSampledLogLL",-6510.56120580461,"sim-1980128383.msf",166185,30,40
"228","SMC4K2PBF",30,5,"PartitionMetric",14,"sim-1980128383.msf",166185,30,40
"229","SMC4K2PBF",30,5,"RobinsonFouldsMetric",0.175222486368071,"sim-1980128383.msf",166185,30,40
"230","SMC4K2PBF",30,5,"KuhnerFelsenstein",0.0016976422476035,"sim-1980128383.msf",166185,30,40
"231","SMC4K2PBF",30,6,"ConsensusLogLL",-6536.10953284375,"sim-1980128383.msf",164449,30,40
"232","SMC4K2PBF",30,6,"BestSampledLogLL",-6536.74374860716,"sim-1980128383.msf",164449,30,40
"233","SMC4K2PBF",30,6,"PartitionMetric",22,"sim-1980128383.msf",164449,30,40
"234","SMC4K2PBF",30,6,"RobinsonFouldsMetric",0.22183438429943,"sim-1980128383.msf",164449,30,40
"235","SMC4K2PBF",30,6,"KuhnerFelsenstein",0.00230934536325516,"sim-1980128383.msf",164449,30,40
"236","SMC4K2PBF",30,7,"ConsensusLogLL",-6513.05891962995,"sim-1980128383.msf",167211,30,40
"237","SMC4K2PBF",30,7,"BestSampledLogLL",-6512.94105837439,"sim-1980128383.msf",167211,30,40
"238","SMC4K2PBF",30,7,"PartitionMetric",16,"sim-1980128383.msf",167211,30,40
"239","SMC4K2PBF",30,7,"RobinsonFouldsMetric",0.20173168005315,"sim-1980128383.msf",167211,30,40
"240","SMC4K2PBF",30,7,"KuhnerFelsenstein",0.00211158587961207,"sim-1980128383.msf",167211,30,40
"241","SMC4K2PBF",30,8,"ConsensusLogLL",-6542.9692364487,"sim-1980128383.msf",162460,30,40
"242","SMC4K2PBF",30,8,"BestSampledLogLL",-6542.27409186335,"sim-1980128383.msf",162460,30,40
"243","SMC4K2PBF",30,8,"PartitionMetric",18,"sim-1980128383.msf",162460,30,40
"244","SMC4K2PBF",30,8,"RobinsonFouldsMetric",0.209178818361292,"sim-1980128383.msf",162460,30,40
"245","SMC4K2PBF",30,8,"KuhnerFelsenstein",0.00209568934344331,"sim-1980128383.msf",162460,30,40
"246","SMC4K2PBF",30,9,"ConsensusLogLL",-6511.97313753112,"sim-1980128383.msf",162540,30,40
"247","SMC4K2PBF",30,9,"BestSampledLogLL",-6510.94194632409,"sim-1980128383.msf",162540,30,40
"248","SMC4K2PBF",30,9,"PartitionMetric",16,"sim-1980128383.msf",162540,30,40
"249","SMC4K2PBF",30,9,"RobinsonFouldsMetric",0.239433462917445,"sim-1980128383.msf",162540,30,40
